 Long   Lat    Vpn    Ani    Direc  
 51.25  39.25  8.464  0.303   78.9
 51.75  39.25  8.479  0.335   82.7
 52.25  39.25  8.476  0.356   84.6
 52.75  39.25  8.473  0.368   82.9
 53.25  39.25  8.460  0.331   78.7
 53.75  39.25  8.450  0.276   74.0
 54.25  39.25  8.423  0.213   70.0
 54.75  39.25  8.380  0.164   64.1
 55.25  39.25  8.326  0.113   58.7
 55.75  39.25  8.309  0.041   48.1
 56.25  39.25  8.332  0.047  156.4
 56.75  39.25  8.358  0.124  147.8
 57.25  39.25  8.358  0.180  143.4
 57.75  39.25  8.326  0.203  138.6
 58.25  39.25  8.281  0.201  131.7
 58.75  39.25  8.236  0.192  122.6
 59.25  39.25  8.196  0.192  112.8
 59.75  39.25  8.165  0.190  104.3
 60.25  39.25  8.140  0.176   97.2
 60.75  39.25  8.126  0.139   89.5
 61.25  39.25  8.125  0.087   74.8
 61.75  39.25  8.139  0.078   40.0
 62.25  39.25  8.157  0.136   21.6
 62.75  39.25  8.181  0.189   15.2
 63.25  39.25  8.222  0.214   13.2
 63.75  39.25  8.285  0.207   12.7
 64.25  39.25  8.332  0.175   11.8
 64.75  39.25  8.364  0.109   11.2
 65.25  39.25  8.353  0.037   21.3
 65.75  39.25  8.306  0.051   82.6
 66.25  39.25  8.234  0.125   88.6
 66.75  39.25  8.150  0.181   89.3
 67.25  39.25  8.101  0.184   83.7
 67.75  39.25  8.072  0.164   69.6
 68.25  39.25  8.089  0.161   50.8
 68.75  39.25  8.130  0.168   35.0
 69.25  39.25  8.152  0.143   20.1
 69.75  39.25  8.136  0.112  177.5
 70.25  39.25  8.134  0.116  149.2
 70.75  39.25  8.146  0.124  139.8
 71.25  39.25  8.152  0.111  141.1
 71.75  39.25  8.095  0.095  162.0
 72.25  39.25  8.098  0.086    4.0
 72.75  39.25  8.118  0.093    7.8
 73.25  39.25  8.148  0.087  169.1
 73.75  39.25  8.145  0.132  140.1
 74.25  39.25  8.045  0.177  118.0
 74.75  39.25  8.036  0.238   99.3
 75.25  39.25  8.137  0.279   93.8
 75.75  39.25  8.388  0.130   91.2
 76.25  39.25  8.696  0.189   27.4
 76.75  39.25  8.652  0.164   17.2
 77.25  39.25  8.458  0.139  148.6
 77.75  39.25  8.332  0.251  136.6
 78.25  39.25  8.261  0.278  139.4
 78.75  39.25  8.218  0.226  144.4
 79.25  39.25  8.158  0.134  149.6
 79.75  39.25  8.138  0.055  124.0
 80.25  39.25  8.101  0.068  102.4
 80.75  39.25  8.078  0.086  112.5
 81.25  39.25  8.063  0.097  126.8
 81.75  39.25  8.113  0.100  125.3
 82.25  39.25  8.125  0.118  139.9
 82.75  39.25  8.151  0.160  145.9
 83.25  39.25  8.167  0.202  152.3
 83.75  39.25  8.219  0.188  157.9
 84.25  39.25  8.237  0.169  168.1
 84.75  39.25  8.232  0.165    0.5
 85.25  39.25  8.220  0.193    9.5
 85.75  39.25  8.203  0.226   13.3
 86.25  39.25  8.210  0.223   14.9
 86.75  39.25  8.221  0.190   13.5
 87.25  39.25  8.235  0.139    9.9
 87.75  39.25  8.261  0.092    9.5
 88.25  39.25  8.264  0.084   21.6
 88.75  39.25  8.272  0.127   38.5
 89.25  39.25  8.313  0.199   48.6
 89.75  39.25  8.317  0.252   51.7
 90.25  39.25  8.304  0.258   52.4
 90.75  39.25  8.302  0.221   53.0
 91.25  39.25  8.292  0.160   51.1
 91.75  39.25  8.270  0.098   41.0
 92.25  39.25  8.233  0.078   15.7
 92.75  39.25  8.223  0.097  174.1
 93.25  39.25  8.218  0.137  161.8
 93.75  39.25  8.179  0.176  157.3
 94.25  39.25  8.111  0.201  156.4
 94.75  39.25  8.042  0.206  157.4
 95.25  39.25  8.016  0.185  157.2
 95.75  39.25  8.038  0.146  153.8
 96.25  39.25  8.069  0.098  146.1
 96.75  39.25  8.074  0.056  133.4
 97.25  39.25  8.070  0.030  113.6
 97.75  39.25  8.075  0.020   82.6
 98.25  39.25  8.111  0.022   45.8
 98.75  39.25  8.174  0.047   12.5
 99.25  39.25  8.239  0.100    2.1
 99.75  39.25  8.307  0.152  179.6
100.25  39.25  8.360  0.162  177.7
100.75  39.25  8.340  0.118  176.9
101.25  39.25  8.246  0.042  179.6
101.75  39.25  8.139  0.047   82.0
102.25  39.25  8.079  0.135   85.0
102.75  39.25  8.080  0.190   85.7
103.25  39.25  8.114  0.195   86.7
103.75  39.25  8.136  0.148   88.9
104.25  39.25  8.143  0.093   94.0
104.75  39.25  8.164  0.064  102.4
105.25  39.25  8.184  0.047  120.6
105.75  39.25  8.206  0.051  144.6
106.25  39.25  8.219  0.072  159.5
106.75  39.25  8.221  0.095  167.6
107.25  39.25  8.221  0.099  173.0
107.75  39.25  8.224  0.088    0.4
108.25  39.25  8.222  0.078   11.9
108.75  39.25  8.210  0.070   22.7
109.25  39.25  8.172  0.057   27.5
109.75  39.25  8.092  0.042    4.0
  5.25  39.75  7.938  0.156  115.6
  5.75  39.75  7.929  0.130  118.7
  6.25  39.75  7.937  0.125  120.5
  6.75  39.75  7.930  0.125  128.9
  7.25  39.75  7.927  0.098  138.9
  7.75  39.75  7.923  0.080  153.6
  8.25  39.75  7.893  0.100  168.7
  8.75  39.75  7.845  0.138  172.1
  9.25  39.75  7.804  0.189  173.0
  9.75  39.75  7.832  0.212  174.8
 10.25  39.75  7.925  0.208  177.2
 10.75  39.75  8.003  0.210  178.7
 11.25  39.75  8.037  0.230  176.5
 11.75  39.75  8.046  0.242  170.3
 12.25  39.75  8.003  0.279  166.9
 12.75  39.75  8.004  0.289  161.2
 13.25  39.75  8.004  0.277  157.8
 13.75  39.75  7.948  0.269  158.5
 14.25  39.75  7.869  0.249  158.4
 14.75  39.75  7.823  0.218  149.4
 15.25  39.75  7.803  0.223  135.7
 15.75  39.75  7.791  0.206  126.1
 16.25  39.75  7.785  0.144  113.7
 16.75  39.75  7.917  0.130   98.0
 17.25  39.75  8.042  0.085   87.2
 17.75  39.75  8.128  0.114   66.1
 18.25  39.75  8.199  0.146   61.8
 18.75  39.75  8.278  0.158   61.1
 19.25  39.75  8.345  0.110   67.1
 19.75  39.75  8.223  0.121   92.3
 20.25  39.75  8.027  0.317  101.1
 20.75  39.75  7.756  0.395  104.9
 21.25  39.75  7.781  0.317  107.3
 21.75  39.75  7.977  0.180  120.4
 22.25  39.75  8.139  0.040   23.6
 22.75  39.75  8.154  0.236   32.7
 23.25  39.75  8.086  0.216   40.5
 23.75  39.75  8.032  0.225   48.9
 24.25  39.75  8.048  0.181   50.9
 24.75  39.75  8.034  0.080   56.3
 25.25  39.75  8.039  0.044    6.3
 25.75  39.75  8.068  0.087  172.4
 26.25  39.75  8.062  0.069    2.1
 26.75  39.75  7.968  0.049   16.0
 27.25  39.75  7.949  0.063   56.4
 27.75  39.75  7.920  0.080   67.6
 28.25  39.75  7.885  0.036   73.6
 28.75  39.75  7.906  0.014    2.3
 29.25  39.75  7.968  0.046  164.5
 29.75  39.75  7.987  0.056  160.9
 30.25  39.75  7.992  0.045  159.0
 30.75  39.75  8.052  0.041  130.3
 31.25  39.75  8.066  0.034   93.2
 31.75  39.75  8.065  0.091   87.3
 32.25  39.75  8.032  0.101   77.9
 32.75  39.75  7.976  0.066   85.6
 33.25  39.75  7.946  0.065  111.7
 33.75  39.75  7.900  0.064  117.4
 34.25  39.75  7.919  0.061  120.3
 34.75  39.75  7.948  0.064  119.5
 35.25  39.75  7.931  0.068  107.5
 35.75  39.75  7.907  0.069   89.3
 36.25  39.75  7.903  0.043   81.0
 36.75  39.75  7.931  0.040  166.8
 37.25  39.75  7.961  0.086  158.1
 37.75  39.75  7.940  0.087  155.7
 38.25  39.75  7.914  0.049  163.2
 38.75  39.75  7.869  0.058   23.5
 39.25  39.75  7.798  0.115   42.3
 39.75  39.75  7.771  0.138   55.2
 40.25  39.75  7.797  0.158   63.7
 40.75  39.75  7.850  0.164   62.9
 41.25  39.75  7.912  0.167   52.1
 41.75  39.75  7.932  0.152   45.4
 42.25  39.75  7.920  0.139   43.0
 42.75  39.75  7.916  0.133   45.8
 43.25  39.75  7.901  0.104   47.9
 43.75  39.75  7.874  0.057   50.3
 44.25  39.75  7.837  0.029   65.9
 44.75  39.75  7.795  0.092   76.3
 45.25  39.75  7.718  0.198   65.2
 45.75  39.75  7.675  0.278   58.3
 46.25  39.75  7.747  0.263   50.6
 46.75  39.75  7.911  0.204   36.7
 47.25  39.75  8.155  0.133   20.8
 47.75  39.75  8.290  0.097    7.6
 48.25  39.75  8.329  0.053  179.6
 48.75  39.75  8.309  0.040   30.9
 49.25  39.75  8.328  0.138   58.5
 49.75  39.75  8.384  0.252   65.4
 50.25  39.75  8.441  0.316   69.3
 50.75  39.75  8.452  0.338   72.2
 51.25  39.75  8.453  0.349   76.6
 51.75  39.75  8.464  0.362   81.3
 52.25  39.75  8.450  0.370   83.6
 52.75  39.75  8.435  0.354   83.5
 53.25  39.75  8.419  0.308   81.2
 53.75  39.75  8.409  0.244   78.6
 54.25  39.75  8.380  0.172   74.9
 54.75  39.75  8.333  0.125   67.6
 55.25  39.75  8.303  0.078   58.9
 55.75  39.75  8.303  0.030   30.5
 56.25  39.75  8.327  0.063  165.0
 56.75  39.75  8.349  0.119  155.4
 57.25  39.75  8.351  0.159  149.9
 57.75  39.75  8.326  0.174  144.4
 58.25  39.75  8.285  0.165  137.1
 58.75  39.75  8.238  0.150  126.6
 59.25  39.75  8.192  0.147  114.2
 59.75  39.75  8.152  0.152  103.9
 60.25  39.75  8.128  0.143   95.7
 60.75  39.75  8.114  0.117   86.9
 61.25  39.75  8.108  0.084   72.7
 61.75  39.75  8.108  0.073   48.9
 62.25  39.75  8.123  0.104   28.3
 62.75  39.75  8.151  0.146   19.1
 63.25  39.75  8.200  0.175   15.3
 63.75  39.75  8.270  0.181   14.6
 64.25  39.75  8.320  0.158   12.4
 64.75  39.75  8.343  0.107   11.3
 65.25  39.75  8.332  0.049   16.5
 65.75  39.75  8.291  0.026   63.1
 66.25  39.75  8.231  0.067   85.4
 66.75  39.75  8.161  0.093   89.1
 67.25  39.75  8.099  0.087   81.8
 67.75  39.75  8.050  0.084   60.2
 68.25  39.75  8.046  0.116   40.2
 68.75  39.75  8.080  0.152   27.9
 69.25  39.75  8.124  0.159   15.3
 69.75  39.75  8.156  0.142    1.5
 70.25  39.75  8.176  0.122  162.3
 70.75  39.75  8.178  0.136  147.6
 71.25  39.75  8.141  0.161  144.7
 71.75  39.75  8.057  0.176  156.2
 72.25  39.75  8.023  0.188  164.3
 72.75  39.75  8.055  0.209  169.6
 73.25  39.75  8.102  0.232  166.5
 73.75  39.75  8.119  0.190  163.9
 74.25  39.75  8.066  0.055  177.0
 74.75  39.75  8.070  0.165   60.9
 75.25  39.75  8.141  0.286   62.6
 75.75  39.75  8.337  0.298   53.8
 76.25  39.75  8.573  0.408   39.1
 76.75  39.75  8.502  0.291   28.9
 77.25  39.75  8.319  0.078  153.6
 77.75  39.75  8.247  0.257  126.4
 78.25  39.75  8.293  0.269  125.2
 78.75  39.75  8.278  0.252  129.4
 79.25  39.75  8.250  0.198  132.5
 79.75  39.75  8.218  0.144  128.7
 80.25  39.75  8.201  0.125  120.9
 80.75  39.75  8.171  0.131  124.1
 81.25  39.75  8.125  0.121  130.5
 81.75  39.75  8.148  0.124  125.8
 82.25  39.75  8.154  0.136  134.9
 82.75  39.75  8.179  0.169  140.1
 83.25  39.75  8.171  0.204  147.3
 83.75  39.75  8.200  0.183  154.2
 84.25  39.75  8.231  0.140  168.1
 84.75  39.75  8.254  0.132    2.3
 85.25  39.75  8.242  0.161   10.8
 85.75  39.75  8.223  0.186   13.4
 86.25  39.75  8.222  0.180   14.6
 86.75  39.75  8.235  0.147   13.5
 87.25  39.75  8.253  0.101   11.1
 87.75  39.75  8.276  0.058   14.5
 88.25  39.75  8.276  0.067   28.2
 88.75  39.75  8.285  0.122   39.5
 89.25  39.75  8.322  0.201   46.6
 89.75  39.75  8.341  0.267   49.0
 90.25  39.75  8.318  0.272   48.7
 90.75  39.75  8.292  0.228   48.2
 91.25  39.75  8.266  0.150   44.4
 91.75  39.75  8.228  0.094   29.0
 92.25  39.75  8.186  0.107    4.2
 92.75  39.75  8.184  0.130  170.5
 93.25  39.75  8.192  0.144  160.0
 93.75  39.75  8.171  0.161  154.8
 94.25  39.75  8.121  0.175  153.4
 94.75  39.75  8.075  0.173  153.2
 95.25  39.75  8.063  0.151  150.4
 95.75  39.75  8.080  0.116  144.5
 96.25  39.75  8.105  0.079  131.9
 96.75  39.75  8.108  0.055  112.6
 97.25  39.75  8.098  0.053   90.0
 97.75  39.75  8.099  0.050   75.8
 98.25  39.75  8.131  0.033   56.6
 98.75  39.75  8.190  0.039   16.0
 99.25  39.75  8.255  0.088    0.4
 99.75  39.75  8.309  0.137  175.3
100.25  39.75  8.334  0.152  173.5
100.75  39.75  8.304  0.122  172.6
101.25  39.75  8.220  0.062  169.4
101.75  39.75  8.127  0.024  108.9
102.25  39.75  8.071  0.094   93.0
102.75  39.75  8.064  0.144   90.5
103.25  39.75  8.087  0.159   89.2
103.75  39.75  8.093  0.126   88.2
104.25  39.75  8.095  0.078   89.2
104.75  39.75  8.127  0.052   92.1
105.25  39.75  8.160  0.023  108.9
105.75  39.75  8.183  0.034  163.8
106.25  39.75  8.192  0.072  173.8
106.75  39.75  8.196  0.097  178.3
107.25  39.75  8.197  0.111    3.7
107.75  39.75  8.190  0.112    9.7
108.25  39.75  8.171  0.106   16.0
108.75  39.75  8.151  0.094   20.9
109.25  39.75  8.121  0.080   21.6
109.75  39.75  8.070  0.059   10.5
  5.25  40.25  7.939  0.194  120.4
  5.75  40.25  7.924  0.168  120.2
  6.25  40.25  7.954  0.148  115.4
  6.75  40.25  7.938  0.128  119.9
  7.25  40.25  7.899  0.100  130.8
  7.75  40.25  7.903  0.068  144.1
  8.25  40.25  7.895  0.084  166.2
  8.75  40.25  7.889  0.132  176.1
  9.25  40.25  7.880  0.198    0.1
  9.75  40.25  7.918  0.236    0.5
 10.25  40.25  7.995  0.263    3.6
 10.75  40.25  8.070  0.303    7.5
 11.25  40.25  8.099  0.318    6.7
 11.75  40.25  8.078  0.299    1.3
 12.25  40.25  8.042  0.295  170.6
 12.75  40.25  7.993  0.329  160.2
 13.25  40.25  7.962  0.327  155.1
 13.75  40.25  7.890  0.317  154.3
 14.25  40.25  7.816  0.288  153.5
 14.75  40.25  7.785  0.259  146.0
 15.25  40.25  7.783  0.239  135.7
 15.75  40.25  7.826  0.166  130.7
 16.25  40.25  7.931  0.088  130.5
 16.75  40.25  8.093  0.060   80.9
 17.25  40.25  8.217  0.099   66.2
 17.75  40.25  8.258  0.203   65.5
 18.25  40.25  8.303  0.266   67.6
 18.75  40.25  8.409  0.228   67.6
 19.25  40.25  8.399  0.145   73.4
 19.75  40.25  8.211  0.200   92.8
 20.25  40.25  7.896  0.350  100.0
 20.75  40.25  7.723  0.426  101.8
 21.25  40.25  7.844  0.237  108.2
 21.75  40.25  8.043  0.016  149.2
 22.25  40.25  8.157  0.191   23.1
 22.75  40.25  8.133  0.277   26.5
 23.25  40.25  8.022  0.222   36.3
 23.75  40.25  7.962  0.176   53.0
 24.25  40.25  8.004  0.108   58.2
 24.75  40.25  8.059  0.053   44.7
 25.25  40.25  8.050  0.051   11.9
 25.75  40.25  8.037  0.069  179.1
 26.25  40.25  8.045  0.045  179.5
 26.75  40.25  8.002  0.066    8.6
 27.25  40.25  7.978  0.043   38.1
 27.75  40.25  7.943  0.026   44.5
 28.25  40.25  7.923  0.019  134.1
 28.75  40.25  7.923  0.053  153.5
 29.25  40.25  7.954  0.054   10.0
 29.75  40.25  7.977  0.100   24.3
 30.25  40.25  7.998  0.116   18.4
 30.75  40.25  8.047  0.084   28.6
 31.25  40.25  8.067  0.119   46.3
 31.75  40.25  8.047  0.146   64.1
 32.25  40.25  7.999  0.157   69.5
 32.75  40.25  7.981  0.146   79.6
 33.25  40.25  7.978  0.133   92.1
 33.75  40.25  7.966  0.101  103.0
 34.25  40.25  7.972  0.103  114.0
 34.75  40.25  7.956  0.131  113.3
 35.25  40.25  7.910  0.129  105.4
 35.75  40.25  7.901  0.112   95.0
 36.25  40.25  7.924  0.085   94.5
 36.75  40.25  7.924  0.035  114.6
 37.25  40.25  7.907  0.022  120.0
 37.75  40.25  7.882  0.015   93.8
 38.25  40.25  7.859  0.036   51.8
 38.75  40.25  7.828  0.084   38.1
 39.25  40.25  7.768  0.137   33.8
 39.75  40.25  7.766  0.131   40.4
 40.25  40.25  7.796  0.094   51.0
 40.75  40.25  7.823  0.107   50.2
 41.25  40.25  7.878  0.148   43.1
 41.75  40.25  7.908  0.181   39.3
 42.25  40.25  7.897  0.173   37.3
 42.75  40.25  7.869  0.155   38.0
 43.25  40.25  7.848  0.114   36.5
 43.75  40.25  7.845  0.049   30.0
 44.25  40.25  7.839  0.024   96.7
 44.75  40.25  7.791  0.081   80.9
 45.25  40.25  7.723  0.173   64.9
 45.75  40.25  7.756  0.253   59.1
 46.25  40.25  7.889  0.236   52.0
 46.75  40.25  8.058  0.175   35.3
 47.25  40.25  8.241  0.133   19.8
 47.75  40.25  8.332  0.092    5.0
 48.25  40.25  8.355  0.051    2.1
 48.75  40.25  8.326  0.054   51.0
 49.25  40.25  8.311  0.159   62.6
 49.75  40.25  8.345  0.252   66.7
 50.25  40.25  8.399  0.304   70.2
 50.75  40.25  8.425  0.326   73.8
 51.25  40.25  8.420  0.340   77.7
 51.75  40.25  8.419  0.342   82.0
 52.25  40.25  8.413  0.325   84.6
 52.75  40.25  8.407  0.287   86.0
 53.25  40.25  8.388  0.232   85.6
 53.75  40.25  8.347  0.168   83.5
 54.25  40.25  8.278  0.101   78.1
 54.75  40.25  8.246  0.064   68.8
 55.25  40.25  8.257  0.033   47.1
 55.75  40.25  8.277  0.043    3.2
 56.25  40.25  8.303  0.086  168.0
 56.75  40.25  8.324  0.126  161.1
 57.25  40.25  8.328  0.152  156.1
 57.75  40.25  8.311  0.157  151.5
 58.25  40.25  8.276  0.140  145.5
 58.75  40.25  8.234  0.111  135.5
 59.25  40.25  8.190  0.092  120.3
 59.75  40.25  8.154  0.090  105.6
 60.25  40.25  8.130  0.088   94.4
 60.75  40.25  8.115  0.076   83.6
 61.25  40.25  8.105  0.062   68.7
 61.75  40.25  8.099  0.059   49.6
 62.25  40.25  8.106  0.076   31.2
 62.75  40.25  8.132  0.106   20.8
 63.25  40.25  8.182  0.131   15.9
 63.75  40.25  8.249  0.144   12.9
 64.25  40.25  8.310  0.148    8.7
 64.75  40.25  8.338  0.128    6.2
 65.25  40.25  8.327  0.089    4.9
 65.75  40.25  8.290  0.044    5.9
 66.25  40.25  8.240  0.008   20.3
 66.75  40.25  8.175  0.015   80.3
 67.25  40.25  8.110  0.025   68.1
 67.75  40.25  8.054  0.039   42.8
 68.25  40.25  8.030  0.073   28.4
 68.75  40.25  8.056  0.109   18.6
 69.25  40.25  8.104  0.130    7.9
 69.75  40.25  8.155  0.128  177.8
 70.25  40.25  8.199  0.118  168.6
 70.75  40.25  8.226  0.105  155.1
 71.25  40.25  8.200  0.118  146.4
 71.75  40.25  8.109  0.155  152.3
 72.25  40.25  8.060  0.192  160.8
 72.75  40.25  8.095  0.202  167.1
 73.25  40.25  8.110  0.205  167.1
 73.75  40.25  8.069  0.175  172.9
 74.25  40.25  8.000  0.144   15.8
 74.75  40.25  7.990  0.236   37.5
 75.25  40.25  8.049  0.343   41.4
 75.75  40.25  8.123  0.367   37.9
 76.25  40.25  8.182  0.352   36.2
 76.75  40.25  8.144  0.208   32.7
 77.25  40.25  8.148  0.015  139.2
 77.75  40.25  8.197  0.182  117.7
 78.25  40.25  8.292  0.240  115.5
 78.75  40.25  8.353  0.272  116.9
 79.25  40.25  8.382  0.238  122.7
 79.75  40.25  8.356  0.185  131.2
 80.25  40.25  8.348  0.154  132.7
 80.75  40.25  8.315  0.141  137.5
 81.25  40.25  8.248  0.134  142.1
 81.75  40.25  8.241  0.111  129.8
 82.25  40.25  8.209  0.115  127.7
 82.75  40.25  8.222  0.142  128.4
 83.25  40.25  8.223  0.155  138.0
 83.75  40.25  8.227  0.134  148.6
 84.25  40.25  8.267  0.081  162.7
 84.75  40.25  8.304  0.075   10.3
 85.25  40.25  8.295  0.112   20.2
 85.75  40.25  8.261  0.126   19.5
 86.25  40.25  8.230  0.115   17.5
 86.75  40.25  8.226  0.077   15.1
 87.25  40.25  8.235  0.037    9.6
 87.75  40.25  8.249  0.008   19.6
 88.25  40.25  8.236  0.040   34.6
 88.75  40.25  8.237  0.098   39.1
 89.25  40.25  8.266  0.169   42.8
 89.75  40.25  8.303  0.229   45.3
 90.25  40.25  8.296  0.246   43.8
 90.75  40.25  8.270  0.204   41.0
 91.25  40.25  8.234  0.143   33.6
 91.75  40.25  8.191  0.108   14.1
 92.25  40.25  8.147  0.151  175.9
 92.75  40.25  8.148  0.173  168.5
 93.25  40.25  8.171  0.156  161.9
 93.75  40.25  8.174  0.140  156.0
 94.25  40.25  8.144  0.132  152.2
 94.75  40.25  8.112  0.120  149.4
 95.25  40.25  8.108  0.101  143.9
 95.75  40.25  8.122  0.073  134.5
 96.25  40.25  8.143  0.056  112.1
 96.75  40.25  8.147  0.064   94.0
 97.25  40.25  8.141  0.068   82.8
 97.75  40.25  8.143  0.056   73.7
 98.25  40.25  8.165  0.029   54.8
 98.75  40.25  8.205  0.040    8.9
 99.25  40.25  8.255  0.089  176.3
 99.75  40.25  8.290  0.133  174.3
100.25  40.25  8.294  0.151  173.7
100.75  40.25  8.259  0.135  173.6
101.25  40.25  8.196  0.090  170.5
101.75  40.25  8.128  0.040  151.9
102.25  40.25  8.078  0.054  110.5
102.75  40.25  8.059  0.096   98.7
103.25  40.25  8.056  0.116   93.2
103.75  40.25  8.049  0.100   89.4
104.25  40.25  8.048  0.067   86.5
104.75  40.25  8.081  0.048   86.3
105.25  40.25  8.117  0.021   84.7
105.75  40.25  8.137  0.027    6.4
106.25  40.25  8.144  0.074    5.8
106.75  40.25  8.155  0.107    8.1
107.25  40.25  8.156  0.128   11.3
107.75  40.25  8.151  0.139   14.4
108.25  40.25  8.138  0.136   16.4
108.75  40.25  8.112  0.121   16.4
109.25  40.25  8.080  0.109   13.0
109.75  40.25  8.049  0.100    3.8
  5.25  40.75  7.965  0.192  125.7
  5.75  40.75  7.970  0.155  121.9
  6.25  40.75  8.002  0.129  117.9
  6.75  40.75  8.017  0.082  118.8
  7.25  40.75  8.003  0.063  134.8
  7.75  40.75  7.968  0.079  154.0
  8.25  40.75  7.964  0.096  170.1
  8.75  40.75  7.967  0.138    0.5
  9.25  40.75  7.959  0.204    5.9
  9.75  40.75  8.006  0.260   10.7
 10.25  40.75  8.054  0.336   13.8
 10.75  40.75  8.095  0.408   15.2
 11.25  40.75  8.103  0.413   15.5
 11.75  40.75  8.084  0.332   10.5
 12.25  40.75  8.047  0.247  174.3
 12.75  40.75  7.937  0.302  161.0
 13.25  40.75  7.884  0.326  153.4
 13.75  40.75  7.811  0.336  150.4
 14.25  40.75  7.786  0.286  147.1
 14.75  40.75  7.778  0.197  140.8
 15.25  40.75  7.862  0.166  129.0
 15.75  40.75  7.956  0.085  109.8
 16.25  40.75  8.064  0.068   83.1
 16.75  40.75  8.243  0.113   71.8
 17.25  40.75  8.329  0.180   59.4
 17.75  40.75  8.380  0.242   60.1
 18.25  40.75  8.445  0.237   67.3
 18.75  40.75  8.430  0.192   77.3
 19.25  40.75  8.341  0.213   94.8
 19.75  40.75  8.126  0.350  102.1
 20.25  40.75  7.850  0.450  101.7
 20.75  40.75  7.816  0.474   97.6
 21.25  40.75  7.949  0.195  100.6
 21.75  40.75  8.105  0.110   14.4
 22.25  40.75  8.162  0.276   22.4
 22.75  40.75  8.078  0.267   26.3
 23.25  40.75  7.981  0.178   40.9
 23.75  40.75  7.911  0.091   59.5
 24.25  40.75  7.931  0.029   70.2
 24.75  40.75  8.017  0.036   27.4
 25.25  40.75  8.069  0.053  170.1
 25.75  40.75  8.067  0.065  175.4
 26.25  40.75  8.076  0.014   11.4
 26.75  40.75  8.041  0.050   18.0
